date,Chevron Stock Price
2019-09-27,5.6000000000000005
2019-09-28,4.2
2019-09-29,4.800000000000001
2019-09-30,5.0
2019-10-01,10.78
2019-10-02,2.3800000000000003
2019-10-03,7.98
2019-10-04,10.36
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,6.0200000000000005
2019-10-08,8.540000000000001
2019-10-09,4.340000000000001
2019-10-10,12.740000000000002
2019-10-11,0.0
2019-10-12,4.340000000000001
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,7.56
2019-10-16,10.500000000000002
2019-10-17,11.9
2019-10-18,14.000000000000002
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,6.16
2019-10-22,4.340000000000001
2019-10-23,7.280000000000001
2019-10-24,5.460000000000001
2019-10-25,9.94
2019-10-26,0.0
2019-10-27,5.040000000000001
2019-10-28,10.78
2019-10-29,4.48
2019-10-30,7.840000000000001
2019-10-31,6.720000000000001
2019-11-01,9.6
2019-11-02,7.5
2019-11-03,6.0
2019-11-04,13.65
2019-11-05,10.5
2019-11-06,15.0
2019-11-07,8.549999999999999
2019-11-08,9.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,8.4
2019-11-12,9.0
2019-11-13,5.25
2019-11-14,14.7
2019-11-15,8.85
2019-11-16,4.05
2019-11-17,7.199999999999999
2019-11-18,4.2
2019-11-19,4.5
2019-11-20,7.5
2019-11-21,6.3
2019-11-22,6.0
2019-11-23,3.6
2019-11-24,0.0
2019-11-25,11.25
2019-11-26,5.55
2019-11-27,7.199999999999999
2019-11-28,6.9
2019-11-29,4.35
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,2.55
2019-12-03,7.5
2019-12-04,4.8
2019-12-05,15.0
2019-12-06,8.7
2019-12-07,4.2
2019-12-08,4.8
2019-12-09,4.95
2019-12-10,4.95
2019-12-11,5.85
2019-12-12,9.45
2019-12-13,9.3
2019-12-14,2.7
2019-12-15,2.4
2019-12-16,12.6
2019-12-17,9.0
2019-12-18,8.1
2019-12-19,7.5
2019-12-20,8.1
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,9.6
2019-12-24,4.95
2019-12-25,8.1
2019-12-26,6.6
2019-12-27,6.6
2019-12-28,6.0
2019-12-29,3.9
2019-12-30,0.0
2019-12-31,5.55
2020-01-01,6.84
2020-01-02,13.3
2020-01-03,14.44
2020-01-04,6.08
2020-01-05,4.75
2020-01-06,11.21
2020-01-07,10.07
2020-01-08,11.59
2020-01-09,11.78
2020-01-10,12.54
2020-01-11,4.75
2020-01-12,0.0
2020-01-13,8.74
2020-01-14,8.93
2020-01-15,6.08
2020-01-16,14.82
2020-01-17,8.74
2020-01-18,3.8
2020-01-19,3.42
2020-01-20,4.94
2020-01-21,7.41
2020-01-22,17.86
2020-01-23,8.74
2020-01-24,13.68
2020-01-25,4.5600000000000005
2020-01-26,2.66
2020-01-27,12.16
2020-01-28,5.7
2020-01-29,6.65
2020-01-30,12.73
2020-01-31,19.0
2020-02-01,6.5
2020-02-02,5.720000000000001
2020-02-03,10.4
2020-02-04,12.74
2020-02-05,17.42
2020-02-06,11.44
2020-02-07,17.16
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,9.1
2020-02-11,10.4
2020-02-12,7.28
2020-02-13,4.42
2020-02-14,7.28
2020-02-15,3.9
2020-02-16,0.0
2020-02-17,4.42
2020-02-18,5.98
2020-02-19,9.88
2020-02-20,5.46
2020-02-21,7.800000000000001
2020-02-22,6.24
2020-02-23,2.34
2020-02-24,11.7
2020-02-25,13.52
2020-02-26,16.64
2020-02-27,19.24
2020-02-28,26.0
2020-02-29,9.1
2020-03-01,3.72
2020-03-02,18.6
2020-03-03,18.6
2020-03-04,21.39
2020-03-05,17.67
2020-03-06,28.83
2020-03-07,13.02
2020-03-08,9.3
2020-03-09,93.0
2020-03-10,61.38
2020-03-11,44.64
2020-03-12,66.96000000000001
2020-03-13,60.45
2020-03-14,24.18
2020-03-15,8.370000000000001
2020-03-16,54.870000000000005
2020-03-17,50.220000000000006
2020-03-18,64.17
2020-03-19,77.19
2020-03-20,59.52
2020-03-21,32.550000000000004
2020-03-22,22.32
2020-03-23,79.05
2020-03-24,81.84
2020-03-25,93.0
2020-03-26,74.4
2020-03-27,72.54
2020-03-28,17.67
2020-03-29,24.18
2020-03-30,59.52
2020-03-31,64.17
2020-04-01,45.0
2020-04-02,61.0
2020-04-03,45.0
2020-04-04,24.0
2020-04-05,14.0
2020-04-06,45.0
2020-04-07,39.0
2020-04-08,38.0
2020-04-09,47.0
2020-04-10,29.0
2020-04-11,9.0
2020-04-12,13.0
2020-04-13,31.0
2020-04-14,39.0
2020-04-15,31.0
2020-04-16,32.0
2020-04-17,29.0
2020-04-18,13.0
2020-04-19,9.0
2020-04-20,100.0
2020-04-21,93.0
2020-04-22,61.0
2020-04-23,41.0
2020-04-24,31.0
2020-04-25,22.0
2020-04-26,10.0
2020-04-27,28.0
2020-04-28,33.0
2020-04-29,35.0
2020-04-30,32.0
2020-05-01,55.2
2020-05-02,21.0
2020-05-03,15.0
2020-05-04,49.8
2020-05-05,60.0
2020-05-06,54.0
2020-05-07,52.2
2020-05-08,40.8
2020-05-09,10.2
2020-05-10,15.0
2020-05-11,43.2
2020-05-12,41.4
2020-05-13,42.0
2020-05-14,21.6
2020-05-15,46.8
2020-05-16,6.6
2020-05-17,7.8
2020-05-18,46.8
2020-05-19,40.2
2020-05-20,36.6
2020-05-21,40.8
2020-05-22,27.6
2020-05-23,13.8
2020-05-24,0.0
2020-05-25,9.6
2020-05-26,37.2
2020-05-27,40.2
2020-05-28,33.6
2020-05-29,35.4
2020-05-30,14.4
2020-05-31,2.4
2020-06-01,25.97
2020-06-02,24.380000000000003
2020-06-03,41.34
2020-06-04,42.400000000000006
2020-06-05,53.0
2020-06-06,14.84
2020-06-07,10.07
2020-06-08,32.86
2020-06-09,32.33
2020-06-10,39.22
2020-06-11,36.04
2020-06-12,34.45
2020-06-13,6.890000000000001
2020-06-14,6.36
2020-06-15,27.03
2020-06-16,36.04
2020-06-17,21.200000000000003
2020-06-18,26.5
2020-06-19,26.5
2020-06-20,12.19
2020-06-21,10.07
2020-06-22,21.200000000000003
2020-06-23,25.44
2020-06-24,19.61
2020-06-25,24.91
2020-06-26,30.74
2020-06-27,15.37
2020-06-28,0.0
2020-06-29,28.62
2020-06-30,27.56
2020-07-01,31.200000000000003
2020-07-02,17.16
2020-07-03,11.7
2020-07-04,3.51
2020-07-05,3.9
2020-07-06,31.200000000000003
2020-07-07,20.28
2020-07-08,32.370000000000005
2020-07-09,13.26
2020-07-10,18.72
2020-07-11,4.29
2020-07-12,9.75
2020-07-13,25.74
2020-07-14,24.57
2020-07-15,23.4
2020-07-16,15.6
2020-07-17,13.65
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,39.0
2020-07-21,28.47
2020-07-22,23.01
2020-07-23,20.67
2020-07-24,16.77
2020-07-25,6.24
2020-07-26,7.41
2020-07-27,27.3
2020-07-28,19.11
2020-07-29,25.35
2020-07-30,19.11
2020-07-31,25.35
2020-08-01,16.099999999999998
2020-08-02,0.0
2020-08-03,18.2
2020-08-04,29.75
2020-08-05,31.5
2020-08-06,28.35
2020-08-07,20.3
2020-08-08,23.1
2020-08-09,0.0
2020-08-10,22.75
2020-08-11,27.65
2020-08-12,29.05
2020-08-13,19.6
2020-08-14,15.4
2020-08-15,6.65
2020-08-16,0.0
2020-08-17,15.4
2020-08-18,16.099999999999998
2020-08-19,35.0
2020-08-20,20.65
2020-08-21,21.7
2020-08-22,9.8
2020-08-23,0.0
2020-08-24,22.4
2020-08-25,22.05
2020-08-26,19.6
2020-08-27,35.0
2020-08-28,28.0
2020-08-29,0.0
2020-08-30,6.65
2020-08-31,22.05
2020-09-01,26.24
2020-09-02,32.0
2020-09-03,18.24
2020-09-04,23.04
2020-09-05,4.8
2020-09-06,12.8
2020-09-07,8.96
2020-09-08,24.32
2020-09-09,25.6
2020-09-10,23.36
2020-09-11,22.4
2020-09-12,3.2
2020-09-13,0.0
2020-09-14,19.84
2020-09-15,23.68
2020-09-16,23.68
2020-09-17,23.36
2020-09-18,15.68
2020-09-19,3.2
2020-09-20,3.84
2020-09-21,17.6
2020-09-22,11.84
2020-09-23,17.6
2020-09-24,25.6
2020-09-25,23.68
2020-09-26,8.32
2020-09-27,8.64
2020-09-28,17.6
2020-09-29,27.2
2020-09-30,20.48
2020-10-01,30.1
2020-10-02,23.45
2020-10-03,8.049999999999999
2020-10-04,10.85
2020-10-05,32.55
2020-10-06,22.75
2020-10-07,29.4
2020-10-08,16.45
2020-10-09,32.55
2020-10-10,0.0
2020-10-11,17.849999999999998
2020-10-12,23.45
2020-10-13,7.35
2020-10-14,11.2
2020-10-15,28.0
2020-10-16,20.65
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,20.3
2020-10-20,24.15
2020-10-21,26.6
2020-10-22,23.8
2020-10-23,31.15
2020-10-24,12.95
2020-10-25,7.699999999999999
2020-10-26,26.95
2020-10-27,24.85
2020-10-28,35.0
2020-10-29,33.95
2020-10-30,29.75
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,13.68
2020-11-03,14.76
2020-11-04,8.28
2020-11-05,10.08
2020-11-06,8.64
2020-11-07,3.96
2020-11-08,9.72
2020-11-09,23.76
2020-11-10,20.16
2020-11-11,36.0
2020-11-12,18.72
2020-11-13,14.4
2020-11-14,6.84
2020-11-15,0.0
2020-11-16,20.52
2020-11-17,19.8
2020-11-18,23.04
2020-11-19,18.72
2020-11-20,19.8
2020-11-21,6.84
2020-11-22,2.88
2020-11-23,18.36
2020-11-24,18.72
2020-11-25,22.32
2020-11-26,2.88
2020-11-27,16.2
2020-11-28,3.96
2020-11-29,9.72
2020-11-30,12.6
2020-12-01,19.08
2020-12-02,16.919999999999998
2020-12-03,25.2
2020-12-04,36.0
2020-12-05,14.04
2020-12-06,7.56
2020-12-07,26.64
2020-12-08,31.32
2020-12-09,36.0
2020-12-10,30.6
2020-12-11,31.32
2020-12-12,13.32
2020-12-13,0.0
2020-12-14,27.0
2020-12-15,16.2
2020-12-16,22.32
2020-12-17,27.72
2020-12-18,25.92
2020-12-19,9.0
2020-12-20,5.76
2020-12-21,19.08
2020-12-22,33.84
2020-12-23,25.2
2020-12-24,23.4
2020-12-25,0.0
2020-12-26,11.16
2020-12-27,8.64
2020-12-28,22.68
2020-12-29,21.6
2020-12-30,30.6
2020-12-31,30.24
2021-01-01,7.92
2021-01-02,3.24
2021-01-03,6.12
2021-01-04,23.76
2021-01-05,23.4
2021-01-06,33.48
2021-01-07,23.4
2021-01-08,25.92
2021-01-09,15.48
2021-01-10,6.12
2021-01-11,18.0
2021-01-12,28.08
2021-01-13,26.64
2021-01-14,30.24
2021-01-15,36.0
2021-01-16,16.56
2021-01-17,0.0
2021-01-18,14.4
2021-01-19,32.76
2021-01-20,35.28
2021-01-21,30.96
2021-01-22,30.96
2021-01-23,10.8
2021-01-24,4.68
2021-01-25,14.4
2021-01-26,21.6
2021-01-27,25.92
2021-01-28,23.4
2021-01-29,21.24
2021-01-30,8.64
2021-01-31,11.52
2021-02-01,26.22
2021-02-02,29.07
2021-02-03,29.07
2021-02-04,23.37
2021-02-05,30.21
2021-02-06,13.68
2021-02-07,7.979999999999999
2021-02-08,34.2
2021-02-09,16.529999999999998
2021-02-10,27.36
2021-02-11,31.35
2021-02-12,25.65
2021-02-13,12.54
2021-02-14,6.84
2021-02-15,18.81
2021-02-16,24.51
2021-02-17,56.99999999999999
2021-02-18,44.46
2021-02-19,37.62
2021-02-20,3.42
2021-02-21,0.0
2021-02-22,30.21
2021-02-23,41.04
2021-02-24,33.629999999999995
2021-02-25,32.489999999999995
2021-02-26,34.2
2021-02-27,9.69
2021-02-28,9.12
2021-03-01,38.86
2021-03-02,40.02
2021-03-03,30.74
2021-03-04,57.99999999999999
2021-03-05,42.92
2021-03-06,23.78
2021-03-07,7.539999999999999
2021-03-08,45.82
2021-03-09,56.26
2021-03-10,38.28
2021-03-11,37.12
2021-03-12,44.66
2021-03-13,9.86
2021-03-14,6.959999999999999
2021-03-15,33.059999999999995
2021-03-16,37.12
2021-03-17,34.22
2021-03-18,38.28
2021-03-19,34.8
2021-03-20,13.919999999999998
2021-03-21,4.64
2021-03-22,27.26
2021-03-23,27.26
2021-03-24,34.22
2021-03-25,39.44
2021-03-26,29.58
2021-03-27,11.6
2021-03-28,0.0
2021-03-29,22.04
2021-03-30,23.78
2021-03-31,27.26
2021-04-01,18.24
2021-04-02,10.64
2021-04-03,0.0
2021-04-04,6.84
2021-04-05,7.6
2021-04-06,20.14
2021-04-07,15.2
2021-04-08,19.38
2021-04-09,21.28
2021-04-10,10.26
2021-04-11,0.0
2021-04-12,16.72
2021-04-13,15.58
2021-04-14,16.72
2021-04-15,28.88
2021-04-16,24.7
2021-04-17,3.42
2021-04-18,5.7
2021-04-19,10.64
2021-04-20,24.7
2021-04-21,14.82
2021-04-22,20.14
2021-04-23,19.76
2021-04-24,3.8
2021-04-25,6.08
2021-04-26,19.0
2021-04-27,28.5
2021-04-28,22.42
2021-04-29,25.46
2021-04-30,38.0
2021-05-01,2.94
2021-05-02,0.0
2021-05-03,29.82
2021-05-04,42.0
2021-05-05,24.78
2021-05-06,30.66
2021-05-07,23.1
2021-05-08,10.5
2021-05-09,4.62
2021-05-10,30.24
2021-05-11,24.36
2021-05-12,32.76
2021-05-13,23.1
2021-05-14,26.04
2021-05-15,5.88
2021-05-16,7.979999999999999
2021-05-17,14.7
2021-05-18,35.28
2021-05-19,20.58
2021-05-20,36.12
2021-05-21,18.06
2021-05-22,9.66
2021-05-23,7.14
2021-05-24,24.78
2021-05-25,25.62
2021-05-26,28.98
2021-05-27,17.22
2021-05-28,16.8
2021-05-29,4.62
2021-05-30,0.0
2021-05-31,0.0
2021-06-01,21.6
2021-06-02,28.08
2021-06-03,30.6
2021-06-04,28.8
2021-06-05,24.48
2021-06-06,0.0
2021-06-07,18.72
2021-06-08,34.56
2021-06-09,30.6
2021-06-10,14.04
2021-06-11,21.24
2021-06-12,0.0
2021-06-13,3.6
2021-06-14,17.28
2021-06-15,19.8
2021-06-16,21.24
2021-06-17,27.36
2021-06-18,19.44
2021-06-19,15.84
2021-06-20,11.16
2021-06-21,29.88
2021-06-22,29.16
2021-06-23,25.2
2021-06-24,25.2
2021-06-25,23.4
2021-06-26,4.32
2021-06-27,7.56
2021-06-28,22.32
2021-06-29,36.0
2021-06-30,27.36
2021-07-01,21.08
2021-07-02,24.8
2021-07-03,12.09
2021-07-04,0.0
2021-07-05,0.0
2021-07-06,16.74
2021-07-07,15.5
2021-07-08,31.0
2021-07-09,12.4
2021-07-10,18.29
2021-07-11,4.03
2021-07-12,17.98
2021-07-13,22.32
2021-07-14,19.53
2021-07-15,14.57
2021-07-16,17.98
2021-07-17,0.0
2021-07-18,0.0
2021-07-19,28.52
2021-07-20,30.07
2021-07-21,22.32
2021-07-22,16.43
2021-07-23,17.98
2021-07-24,4.34
2021-07-25,0.0
2021-07-26,24.49
2021-07-27,23.56
2021-07-28,12.71
2021-07-29,20.15
2021-07-30,26.66
2021-07-31,4.65
2021-08-01,8.32
2021-08-02,21.44
2021-08-03,18.88
2021-08-04,21.12
2021-08-05,32.0
2021-08-06,13.44
2021-08-07,7.36
2021-08-08,3.2
2021-08-09,15.36
2021-08-10,15.36
2021-08-11,27.2
2021-08-12,20.16
2021-08-13,15.68
2021-08-14,8.32
2021-08-15,0.0
2021-08-16,17.6
2021-08-17,13.76
2021-08-18,21.12
2021-08-19,18.56
2021-08-20,15.36
2021-08-21,0.0
2021-08-22,3.2
2021-08-23,17.92
2021-08-24,28.8
2021-08-25,16.96
2021-08-26,21.44
2021-08-27,8.96
2021-08-28,0.0
2021-08-29,6.72
2021-08-30,17.28
2021-08-31,24.0
2021-09-01,18.15
2021-09-02,24.42
2021-09-03,17.82
2021-09-04,0.0
2021-09-05,8.58
2021-09-06,0.0
2021-09-07,8.91
2021-09-08,16.17
2021-09-09,15.18
2021-09-10,22.77
2021-09-11,3.3000000000000003
2021-09-12,0.0
2021-09-13,33.0
2021-09-14,15.18
2021-09-15,22.77
2021-09-16,16.830000000000002
2021-09-17,21.45
2021-09-18,6.2700000000000005
2021-09-19,0.0
2021-09-20,21.12
2021-09-21,19.8
2021-09-22,19.47
2021-09-23,31.68
2021-09-24,24.75
2021-09-25,8.25
2021-09-26,0.0
2021-09-27,24.42
2021-09-28,30.360000000000003
2021-09-29,19.8
2021-09-30,22.11
2021-10-01,10.64
2021-10-02,6.84
2021-10-03,0.0
2021-10-04,20.14
2021-10-05,24.7
2021-10-06,13.3
2021-10-07,22.04
2021-10-08,16.34
2021-10-09,10.26
2021-10-10,13.68
2021-10-11,20.14
2021-10-12,14.44
2021-10-13,23.94
2021-10-14,21.28
2021-10-15,25.08
2021-10-16,0.0
2021-10-17,3.42
2021-10-18,12.54
2021-10-19,26.22
2021-10-20,38.0
2021-10-21,12.16
2021-10-22,16.34
2021-10-23,3.04
2021-10-24,4.5600000000000005
2021-10-25,31.16
2021-10-26,24.7
2021-10-27,23.56
2021-10-28,15.96
2021-10-29,32.68
2021-10-30,13.3
2021-10-31,0.0
2021-11-01,18.4
2021-11-02,35.6
2021-11-03,23.6
2021-11-04,34.800000000000004
2021-11-05,40.0
2021-11-06,6.800000000000001
2021-11-07,12.4
2021-11-08,20.4
2021-11-09,26.4
2021-11-10,32.0
2021-11-11,24.0
2021-11-12,23.200000000000003
2021-11-13,5.6000000000000005
2021-11-14,0.0
2021-11-15,20.4
2021-11-16,21.6
2021-11-17,20.8
2021-11-18,36.8
2021-11-19,22.4
2021-11-20,9.6
2021-11-21,9.6
2021-11-22,26.4
2021-11-23,33.6
2021-11-24,18.8
2021-11-25,9.2
2021-11-26,22.4
2021-11-27,7.6
2021-11-28,4.800000000000001
2021-11-29,25.200000000000003
2021-11-30,22.8
2021-12-01,29.6
2021-12-02,26.4
2021-12-03,24.8
2021-12-04,4.800000000000001
2021-12-05,5.6000000000000005
2021-12-06,13.2
2021-12-07,32.800000000000004
2021-12-08,31.200000000000003
2021-12-09,29.6
2021-12-10,16.8
2021-12-11,6.0
2021-12-12,0.0
2021-12-13,16.8
2021-12-14,22.4
2021-12-15,21.6
2021-12-16,24.8
2021-12-17,40.0
2021-12-18,15.2
2021-12-19,8.4
2021-12-20,27.200000000000003
2021-12-21,13.2
2021-12-22,39.2
2021-12-23,27.6
2021-12-24,10.0
2021-12-25,4.800000000000001
2021-12-26,11.2
2021-12-27,29.6
2021-12-28,34.0
2021-12-29,20.4
2021-12-30,14.4
2021-12-31,7.6
2022-01-01,0.0
2022-01-02,11.7
2022-01-03,14.4
2022-01-04,29.25
2022-01-05,40.05
2022-01-06,21.15
2022-01-07,40.05
2022-01-08,10.8
2022-01-09,3.6
2022-01-10,26.1
2022-01-11,17.55
2022-01-12,30.6
2022-01-13,30.6
2022-01-14,19.8
2022-01-15,4.95
2022-01-16,18.0
2022-01-17,11.7
2022-01-18,19.35
2022-01-19,30.6
2022-01-20,18.0
2022-01-21,21.6
2022-01-22,0.0
2022-01-23,3.6
2022-01-24,45.0
2022-01-25,31.5
2022-01-26,33.300000000000004
2022-01-27,31.95
2022-01-28,40.05
2022-01-29,7.65
2022-01-30,7.2
2022-01-31,24.75
2022-02-01,31.8
2022-02-02,29.4
2022-02-03,30.0
2022-02-04,24.6
2022-02-05,6.0
2022-02-06,4.2
2022-02-07,30.6
2022-02-08,43.8
2022-02-09,19.2
2022-02-10,33.6
2022-02-11,10.2
2022-02-12,9.6
2022-02-13,4.8
2022-02-14,22.8
2022-02-15,31.8
2022-02-16,20.4
2022-02-17,28.2
2022-02-18,31.2
2022-02-19,9.0
2022-02-20,4.8
2022-02-21,16.8
2022-02-22,35.4
2022-02-23,36.0
2022-02-24,60.0
2022-02-25,40.8
2022-02-26,17.4
2022-02-27,6.0
2022-02-28,51.6
2022-03-01,51.3
2022-03-02,50.4
2022-03-03,54.9
2022-03-04,51.3
2022-03-05,16.2
2022-03-06,16.2
2022-03-07,79.2
2022-03-08,90.0
2022-03-09,84.60000000000001
2022-03-10,65.7
2022-03-11,51.3
2022-03-12,27.0
2022-03-13,9.9
2022-03-14,47.7
2022-03-15,48.6
2022-03-16,48.6
2022-03-17,29.7
2022-03-18,44.1
2022-03-19,4.5
2022-03-20,10.8
2022-03-21,38.7
2022-03-22,44.1
2022-03-23,32.4
2022-03-24,31.5
2022-03-25,32.4
2022-03-26,13.5
2022-03-27,9.9
2022-03-28,31.5
2022-03-29,28.8
2022-03-30,36.9
2022-03-31,22.5
2022-04-01,43.68
2022-04-02,13.52
2022-04-03,14.56
2022-04-04,32.24
2022-04-05,36.4
2022-04-06,44.72
2022-04-07,35.88
2022-04-08,47.32
2022-04-09,18.72
2022-04-10,7.28
2022-04-11,32.24
2022-04-12,45.24
2022-04-13,41.6
2022-04-14,49.92
2022-04-15,23.92
2022-04-16,10.4
2022-04-17,13.52
2022-04-18,41.08
2022-04-19,31.72
2022-04-20,46.8
2022-04-21,36.4
2022-04-22,33.800000000000004
2022-04-23,21.32
2022-04-24,5.2
2022-04-25,44.2
2022-04-26,37.96
2022-04-27,50.440000000000005
2022-04-28,41.08
2022-04-29,52.0
2022-04-30,18.72
2022-05-01,22.68
2022-05-02,46.62
2022-05-03,40.95
2022-05-04,42.84
2022-05-05,52.29
2022-05-06,63.0
2022-05-07,23.31
2022-05-08,17.01
2022-05-09,58.59
2022-05-10,53.55
2022-05-11,63.0
2022-05-12,44.1
2022-05-13,31.5
2022-05-14,6.93
2022-05-15,9.45
2022-05-16,48.51
2022-05-17,51.66
2022-05-18,43.47
2022-05-19,47.88
2022-05-20,40.32
2022-05-21,20.16
2022-05-22,9.45
2022-05-23,55.44
2022-05-24,35.28
2022-05-25,40.95
2022-05-26,49.77
2022-05-27,58.59
2022-05-28,13.86
2022-05-29,8.19
2022-05-30,3.78
2022-05-31,56.7
2022-06-01,41.54
2022-06-02,43.55
2022-06-03,46.900000000000006
2022-06-04,15.41
2022-06-05,5.36
2022-06-06,48.91
2022-06-07,46.900000000000006
2022-06-08,59.63
2022-06-09,50.92
2022-06-10,53.6
2022-06-11,28.14
2022-06-12,10.72
2022-06-13,51.59
2022-06-14,49.580000000000005
2022-06-15,46.900000000000006
2022-06-16,54.940000000000005
2022-06-17,61.64
2022-06-18,8.040000000000001
2022-06-19,10.05
2022-06-20,17.42
2022-06-21,67.0
2022-06-22,40.2
2022-06-23,63.650000000000006
2022-06-24,29.48
2022-06-25,9.38
2022-06-26,13.4
2022-06-27,36.85
2022-06-28,32.160000000000004
2022-06-29,37.52
2022-06-30,35.510000000000005
2022-07-01,25.38
2022-07-02,7.989999999999999
2022-07-03,0.0
2022-07-04,10.81
2022-07-05,46.06
2022-07-06,47.0
2022-07-07,37.13
2022-07-08,28.67
2022-07-09,16.919999999999998
2022-07-10,7.52
2022-07-11,37.13
2022-07-12,35.25
2022-07-13,29.61
2022-07-14,35.72
2022-07-15,32.43
2022-07-16,7.52
2022-07-17,8.93
2022-07-18,29.14
2022-07-19,30.55
2022-07-20,36.19
2022-07-21,27.73
2022-07-22,37.13
2022-07-23,7.989999999999999
2022-07-24,0.0
2022-07-25,37.13
2022-07-26,41.36
2022-07-27,13.63
2022-07-28,33.37
2022-07-29,47.0
2022-07-30,20.21
2022-07-31,12.22
2022-08-01,36.96
2022-08-02,30.72
2022-08-03,28.8
2022-08-04,29.76
2022-08-05,28.32
2022-08-06,12.48
2022-08-07,6.24
2022-08-08,20.16
2022-08-09,42.24
2022-08-10,48.0
2022-08-11,25.44
2022-08-12,40.32
2022-08-13,15.36
2022-08-14,15.84
2022-08-15,35.04
2022-08-16,38.4
2022-08-17,27.84
2022-08-18,25.44
2022-08-19,32.64
2022-08-20,2.88
2022-08-21,3.84
2022-08-22,27.36
2022-08-23,23.04
2022-08-24,33.6
2022-08-25,37.92
2022-08-26,15.84
2022-08-27,7.68
2022-08-28,3.84
2022-08-29,19.68
2022-08-30,27.84
2022-08-31,20.16
2022-09-01,33.84
2022-09-02,30.6
2022-09-03,8.64
2022-09-04,5.76
2022-09-05,3.96
2022-09-06,27.0
2022-09-07,24.12
2022-09-08,21.6
2022-09-09,27.0
2022-09-10,16.56
2022-09-11,0.0
2022-09-12,28.44
2022-09-13,31.68
2022-09-14,34.56
2022-09-15,26.64
2022-09-16,15.48
2022-09-17,7.56
2022-09-18,3.6
2022-09-19,33.12
2022-09-20,20.16
2022-09-21,25.56
2022-09-22,15.48
2022-09-23,36.0
2022-09-24,0.0
2022-09-25,6.48
2022-09-26,34.92
2022-09-27,32.76
2022-09-28,15.12
2022-09-29,34.92
2022-09-30,25.2
2022-10-01,12.15
2022-10-02,0.0
2022-10-03,22.95
2022-10-04,19.35
2022-10-05,31.05
2022-10-06,31.05
2022-10-07,24.75
2022-10-08,13.05
2022-10-09,7.2
2022-10-10,23.4
2022-10-11,19.8
2022-10-12,22.05
2022-10-13,27.9
2022-10-14,21.6
2022-10-15,6.3
2022-10-16,12.15
2022-10-17,22.95
2022-10-18,31.05
2022-10-19,33.300000000000004
2022-10-20,29.25
2022-10-21,25.65
2022-10-22,9.45
2022-10-23,7.65
2022-10-24,26.55
2022-10-25,26.55
2022-10-26,26.55
2022-10-27,45.0
2022-10-28,40.5
2022-10-29,5.8500000000000005
2022-10-30,0.0
2022-10-31,19.8
2022-11-01,48.0
2022-11-02,35.04
2022-11-03,37.92
2022-11-04,37.44
2022-11-05,0.0
2022-11-06,11.52
2022-11-07,34.08
2022-11-08,34.08
2022-11-09,26.4
2022-11-10,34.56
2022-11-11,34.56
2022-11-12,13.44
2022-11-13,4.32
2022-11-14,30.24
2022-11-15,33.6
2022-11-16,31.68
2022-11-17,35.04
2022-11-18,38.4
2022-11-19,6.72
2022-11-20,0.0
2022-11-21,22.56
2022-11-22,37.92
2022-11-23,26.4
2022-11-24,16.32
2022-11-25,20.16
2022-11-26,0.0
2022-11-27,17.28
2022-11-28,24.0
2022-11-29,29.28
2022-11-30,45.6
2022-12-01,24.14
2022-12-02,18.360000000000003
2022-12-03,7.140000000000001
2022-12-04,2.3800000000000003
2022-12-05,19.040000000000003
2022-12-06,13.94
2022-12-07,12.58
2022-12-08,25.16
2022-12-09,17.68
2022-12-10,4.08
2022-12-11,0.0
2022-12-12,20.4
2022-12-13,34.0
2022-12-14,12.24
2022-12-15,24.48
2022-12-16,13.94
2022-12-17,11.56
2022-12-18,3.4000000000000004
2022-12-19,20.74
2022-12-20,14.28
2022-12-21,27.200000000000003
2022-12-22,22.44
2022-12-23,21.08
2022-12-24,8.84
2022-12-25,4.42
2022-12-26,8.5
2022-12-27,27.540000000000003
2022-12-28,23.46
2022-12-29,14.62
2022-12-30,21.76
2022-12-31,7.82
2023-01-01,7.22
2023-01-02,3.04
2023-01-03,15.58
2023-01-04,15.2
2023-01-05,16.72
2023-01-06,17.48
2023-01-07,9.88
2023-01-08,0.0
2023-01-09,7.22
2023-01-10,17.1
2023-01-11,12.16
2023-01-12,15.96
2023-01-13,11.02
2023-01-14,7.98
2023-01-15,4.18
2023-01-16,5.32
2023-01-17,16.72
2023-01-18,19.0
2023-01-19,14.06
2023-01-20,15.96
2023-01-21,8.74
2023-01-22,3.42
2023-01-23,22.04
2023-01-24,14.06
2023-01-25,11.78
2023-01-26,27.36
2023-01-27,38.0
2023-01-28,14.82
2023-01-29,7.22
2023-01-30,15.96
2023-01-31,25.08
2023-02-01,26.98
2023-02-02,29.64
2023-02-03,30.02
2023-02-04,8.74
2023-02-05,4.18
2023-02-06,20.9
2023-02-07,21.28
2023-02-08,15.58
2023-02-09,31.16
2023-02-10,38.0
2023-02-11,3.8
2023-02-12,6.84
2023-02-13,27.36
