date,JPM
2019-09-18,21.44
2019-09-19,30.72
2019-09-20,22.72
2019-09-21,6.72
2019-09-22,5.76
2019-09-23,18.88
2019-09-24,17.6
2019-09-25,19.52
2019-09-26,16.96
2019-09-27,24.32
2019-09-28,7.68
2019-09-29,5.44
2019-09-30,19.2
2019-10-01,11.76
2019-10-02,13.02
2019-10-03,12.6
2019-10-04,11.34
2019-10-05,2.94
2019-10-06,4.2
2019-10-07,11.76
2019-10-08,9.24
2019-10-09,12.18
2019-10-10,11.34
2019-10-11,13.44
2019-10-12,3.78
2019-10-13,3.78
2019-10-14,15.54
2019-10-15,42.0
2019-10-16,21.84
2019-10-17,18.9
2019-10-18,12.6
2019-10-19,6.3
2019-10-20,1.26
2019-10-21,15.54
2019-10-22,18.06
2019-10-23,15.12
2019-10-24,17.22
2019-10-25,12.6
2019-10-26,2.52
2019-10-27,2.1
2019-10-28,15.96
2019-10-29,13.44
2019-10-30,12.6
2019-10-31,12.6
2019-11-01,20.88
2019-11-02,4.35
2019-11-03,5.51
2019-11-04,21.75
2019-11-05,29.0
2019-11-06,20.01
2019-11-07,24.07
2019-11-08,19.72
2019-11-09,8.7
2019-11-10,4.35
2019-11-11,13.63
2019-11-12,21.46
2019-11-13,18.85
2019-11-14,16.24
2019-11-15,21.17
2019-11-16,6.67
2019-11-17,4.93
2019-11-18,17.98
2019-11-19,17.11
2019-11-20,14.79
2019-11-21,18.27
2019-11-22,16.529999999999998
2019-11-23,5.8
2019-11-24,6.38
2019-11-25,20.59
2019-11-26,20.88
2019-11-27,19.14
2019-11-28,6.09
2019-11-29,9.28
2019-11-30,8.12
2019-12-01,5.89
2019-12-02,21.39
2019-12-03,23.56
2019-12-04,26.66
2019-12-05,23.56
2019-12-06,21.39
2019-12-07,9.3
2019-12-08,9.61
2019-12-09,20.77
2019-12-10,25.73
2019-12-11,29.76
2019-12-12,31.0
2019-12-13,30.38
2019-12-14,9.3
2019-12-15,10.23
2019-12-16,29.45
2019-12-17,29.76
2019-12-18,29.76
2019-12-19,24.18
2019-12-20,26.97
2019-12-21,6.82
2019-12-22,7.75
2019-12-23,20.77
2019-12-24,19.22
2019-12-25,5.89
2019-12-26,19.53
2019-12-27,23.87
2019-12-28,7.75
2019-12-29,6.51
2019-12-30,21.39
2019-12-31,19.22
2020-01-01,3.78
2020-01-02,16.740000000000002
2020-01-03,16.200000000000003
2020-01-04,4.86
2020-01-05,3.78
2020-01-06,15.12
2020-01-07,17.28
2020-01-08,16.200000000000003
2020-01-09,18.9
2020-01-10,17.28
2020-01-11,8.100000000000001
2020-01-12,6.48
2020-01-13,27.0
2020-01-14,54.0
2020-01-15,29.160000000000004
2020-01-16,23.22
2020-01-17,16.740000000000002
2020-01-18,5.4
2020-01-19,3.78
2020-01-20,4.86
2020-01-21,13.5
2020-01-22,14.580000000000002
2020-01-23,16.200000000000003
2020-01-24,15.12
2020-01-25,2.7
2020-01-26,3.78
2020-01-27,13.5
2020-01-28,15.66
2020-01-29,14.580000000000002
2020-01-30,15.66
2020-01-31,12.96
2020-02-01,4.42
2020-02-02,0.0
2020-02-03,13.94
2020-02-04,17.68
2020-02-05,18.700000000000003
2020-02-06,19.72
2020-02-07,11.22
2020-02-08,4.760000000000001
2020-02-09,4.08
2020-02-10,14.28
2020-02-11,14.96
2020-02-12,16.32
2020-02-13,17.34
2020-02-14,12.24
2020-02-15,4.760000000000001
2020-02-16,3.4000000000000004
2020-02-17,5.44
2020-02-18,14.62
2020-02-19,17.68
2020-02-20,13.94
2020-02-21,13.94
2020-02-22,7.140000000000001
2020-02-23,4.08
2020-02-24,20.74
2020-02-25,24.48
2020-02-26,22.44
2020-02-27,22.1
2020-02-28,34.0
2020-02-29,9.18
2020-03-01,8.459999999999999
2020-03-02,33.84
2020-03-03,43.24
2020-03-04,41.36
2020-03-05,40.42
2020-03-06,66.74
2020-03-07,16.919999999999998
2020-03-08,10.34
2020-03-09,82.72
2020-03-10,74.25999999999999
2020-03-11,66.74
2020-03-12,89.3
2020-03-13,84.6
2020-03-14,26.32
2020-03-15,14.1
2020-03-16,94.0
2020-03-17,71.44
2020-03-18,79.89999999999999
2020-03-19,71.44
2020-03-20,70.5
2020-03-21,19.74
2020-03-22,15.98
2020-03-23,71.44
2020-03-24,66.74
2020-03-25,78.96
2020-03-26,65.8
2020-03-27,66.74
2020-03-28,17.86
2020-03-29,11.28
2020-03-30,47.0
2020-03-31,57.34
2020-04-01,29.0
2020-04-02,26.0
2020-04-03,28.0
2020-04-04,8.0
2020-04-05,5.0
2020-04-06,35.0
2020-04-07,27.0
2020-04-08,23.0
2020-04-09,31.0
2020-04-10,14.0
2020-04-11,7.0
2020-04-12,8.0
2020-04-13,31.0
2020-04-14,100.0
2020-04-15,48.0
2020-04-16,42.0
2020-04-17,41.0
2020-04-18,12.0
2020-04-19,8.0
2020-04-20,28.0
2020-04-21,27.0
2020-04-22,28.0
2020-04-23,27.0
2020-04-24,24.0
2020-04-25,8.0
2020-04-26,6.0
2020-04-27,28.0
2020-04-28,26.0
2020-04-29,29.0
2020-04-30,25.0
2020-05-01,44.53
2020-05-02,11.68
2020-05-03,9.49
2020-05-04,41.61
2020-05-05,44.53
2020-05-06,42.34
2020-05-07,38.69
2020-05-08,40.88
2020-05-09,7.3
2020-05-10,10.22
2020-05-11,40.88
2020-05-12,53.29
2020-05-13,66.42999999999999
2020-05-14,73.0
2020-05-15,56.21
2020-05-16,16.06
2020-05-17,10.22
2020-05-18,55.48
2020-05-19,47.45
2020-05-20,45.26
2020-05-21,42.34
2020-05-22,35.04
2020-05-23,10.95
2020-05-24,8.76
2020-05-25,12.41
2020-05-26,62.05
2020-05-27,67.16
2020-05-28,49.64
2020-05-29,45.26
2020-05-30,13.87
2020-05-31,8.03
2020-06-01,42.24
2020-06-02,59.84
2020-06-03,69.52
2020-06-04,57.2
2020-06-05,74.8
2020-06-06,18.48
2020-06-07,14.08
2020-06-08,67.76
2020-06-09,65.12
2020-06-10,64.24
2020-06-11,74.8
2020-06-12,73.04
2020-06-13,16.72
2020-06-14,11.44
2020-06-15,60.72
2020-06-16,68.64
2020-06-17,53.68
2020-06-18,49.28
2020-06-19,55.44
2020-06-20,15.84
2020-06-21,11.44
2020-06-22,55.44
2020-06-23,59.84
2020-06-24,60.72
2020-06-25,81.84
2020-06-26,88.0
2020-06-27,23.76
2020-06-28,14.96
2020-06-29,66.0
2020-06-30,67.76
2020-07-01,24.0
2020-07-02,21.6
2020-07-03,6.4
2020-07-04,4.800000000000001
2020-07-05,4.0
2020-07-06,23.200000000000003
2020-07-07,22.4
2020-07-08,23.200000000000003
2020-07-09,20.0
2020-07-10,23.200000000000003
2020-07-11,8.0
2020-07-12,6.4
2020-07-13,33.6
2020-07-14,80.0
2020-07-15,34.4
2020-07-16,25.6
2020-07-17,20.0
2020-07-18,6.4
2020-07-19,4.800000000000001
2020-07-20,16.8
2020-07-21,20.0
2020-07-22,20.0
2020-07-23,16.8
2020-07-24,17.6
2020-07-25,4.800000000000001
2020-07-26,3.2
2020-07-27,16.0
2020-07-28,17.6
2020-07-29,18.4
2020-07-30,17.6
2020-07-31,16.8
2020-08-01,10.8
2020-08-02,8.4
2020-08-03,38.4
2020-08-04,38.4
2020-08-05,42.0
2020-08-06,39.0
2020-08-07,38.4
2020-08-08,14.4
2020-08-09,8.4
2020-08-10,37.2
2020-08-11,60.0
2020-08-12,56.4
2020-08-13,43.8
2020-08-14,36.6
2020-08-15,12.0
2020-08-16,12.6
2020-08-17,32.4
2020-08-18,45.0
2020-08-19,36.6
2020-08-20,37.8
2020-08-21,38.4
2020-08-22,9.6
2020-08-23,8.4
2020-08-24,42.6
2020-08-25,44.4
2020-08-26,39.0
2020-08-27,39.6
2020-08-28,38.4
2020-08-29,10.8
2020-08-30,6.6
2020-08-31,36.6
2020-09-01,55.44
2020-09-02,49.14
2020-09-03,59.85
2020-09-04,56.07
2020-09-05,12.6
2020-09-06,10.08
2020-09-07,13.23
2020-09-08,52.92
2020-09-09,54.81
2020-09-10,44.1
2020-09-11,47.25
2020-09-12,12.6
2020-09-13,8.19
2020-09-14,40.32
2020-09-15,52.29
2020-09-16,49.77
2020-09-17,49.14
2020-09-18,44.1
2020-09-19,13.86
2020-09-20,10.71
2020-09-21,63.0
2020-09-22,51.66
2020-09-23,54.18
2020-09-24,53.55
2020-09-25,44.1
2020-09-26,14.49
2020-09-27,8.19
2020-09-28,42.21
2020-09-29,55.44
2020-09-30,52.92
2020-10-01,23.31
2020-10-02,24.57
2020-10-03,5.04
2020-10-04,1.26
2020-10-05,18.9
2020-10-06,24.57
2020-10-07,21.42
2020-10-08,23.94
2020-10-09,27.72
2020-10-10,6.93
2020-10-11,4.41
2020-10-12,27.72
2020-10-13,63.0
2020-10-14,34.02
2020-10-15,26.46
2020-10-16,20.79
2020-10-17,5.67
2020-10-18,4.41
2020-10-19,19.53
2020-10-20,20.16
2020-10-21,20.16
2020-10-22,24.57
2020-10-23,21.42
2020-10-24,6.93
2020-10-25,5.04
2020-10-26,23.31
2020-10-27,24.57
2020-10-28,27.09
2020-10-29,25.2
2020-10-30,20.16
2020-10-31,5.67
2020-11-01,5.5
2020-11-02,24.200000000000003
2020-11-03,34.650000000000006
2020-11-04,18.15
2020-11-05,22.55
2020-11-06,20.9
2020-11-07,3.850000000000001
2020-11-08,6.050000000000001
2020-11-09,55.00000000000001
2020-11-10,36.85
2020-11-11,33.550000000000004
2020-11-12,29.700000000000003
2020-11-13,25.3
2020-11-14,10.45
2020-11-15,7.15
2020-11-16,39.6
2020-11-17,32.45
2020-11-18,30.250000000000004
2020-11-19,24.750000000000004
2020-11-20,24.200000000000003
2020-11-21,8.25
2020-11-22,4.4
2020-11-23,23.65
2020-11-24,36.85
2020-11-25,26.950000000000003
2020-11-26,6.6000000000000005
2020-11-27,17.6
2020-11-28,7.15
2020-11-29,4.95
2020-11-30,25.3
2020-12-01,34.84
2020-12-02,36.85
2020-12-03,35.510000000000005
2020-12-04,37.52
2020-12-05,13.4
2020-12-06,6.03
2020-12-07,32.830000000000005
2020-12-08,30.15
2020-12-09,37.52
2020-12-10,34.17
2020-12-11,28.81
2020-12-12,10.72
2020-12-13,6.7
2020-12-14,26.8
2020-12-15,31.49
2020-12-16,28.81
2020-12-17,36.85
2020-12-18,44.89
2020-12-19,32.160000000000004
2020-12-20,18.09
2020-12-21,67.0
2020-12-22,48.24
2020-12-23,38.86
2020-12-24,28.14
2020-12-25,11.39
2020-12-26,6.03
2020-12-27,8.040000000000001
2020-12-28,32.830000000000005
2020-12-29,37.52
2020-12-30,32.160000000000004
2020-12-31,26.8
2021-01-01,6.3
2021-01-02,5.67
2021-01-03,5.04
2021-01-04,22.68
2021-01-05,20.16
2021-01-06,28.35
2021-01-07,34.02
2021-01-08,28.35
2021-01-09,7.56
2021-01-10,6.3
2021-01-11,25.83
2021-01-12,34.65
2021-01-13,29.61
2021-01-14,35.28
2021-01-15,63.0
2021-01-16,11.34
2021-01-17,2.52
2021-01-18,8.82
2021-01-19,28.98
2021-01-20,27.72
2021-01-21,25.83
2021-01-22,23.94
2021-01-23,3.78
2021-01-24,3.78
2021-01-25,20.79
2021-01-26,20.79
2021-01-27,26.46
2021-01-28,23.94
2021-01-29,22.05
2021-01-30,7.56
2021-01-31,6.93
2021-02-01,32.48
2021-02-02,51.04
2021-02-03,48.72
2021-02-04,54.52
2021-02-05,45.82
2021-02-06,14.499999999999998
2021-02-07,14.499999999999998
2021-02-08,37.12
2021-02-09,33.059999999999995
2021-02-10,28.42
2021-02-11,34.22
2021-02-12,34.8
2021-02-13,12.76
2021-02-14,15.659999999999998
2021-02-15,13.34
2021-02-16,52.78
2021-02-17,49.88
2021-02-18,37.7
2021-02-19,45.82
2021-02-20,18.56
2021-02-21,9.28
2021-02-22,53.36
2021-02-23,53.36
2021-02-24,55.1
2021-02-25,57.99999999999999
2021-02-26,43.5
2021-02-27,15.659999999999998
2021-02-28,11.6
2021-03-01,51.87
2021-03-02,54.15
2021-03-03,53.01
2021-03-04,54.72
2021-03-05,46.17
2021-03-06,17.099999999999998
2021-03-07,8.549999999999999
2021-03-08,39.9
2021-03-09,53.58
2021-03-10,47.88
2021-03-11,49.02
2021-03-12,54.72
2021-03-13,13.68
2021-03-14,14.249999999999998
2021-03-15,46.17
2021-03-16,37.05
2021-03-17,46.74
2021-03-18,56.99999999999999
2021-03-19,54.15
2021-03-20,14.249999999999998
2021-03-21,9.12
2021-03-22,42.18
2021-03-23,44.46
2021-03-24,43.88999999999999
2021-03-25,44.46
2021-03-26,54.15
2021-03-27,14.249999999999998
2021-03-28,11.97
2021-03-29,45.6
2021-03-30,48.45
2021-03-31,45.6
2021-04-01,15.659999999999998
2021-04-02,8.12
2021-04-03,4.64
2021-04-04,4.06
2021-04-05,20.88
2021-04-06,15.079999999999998
2021-04-07,20.3
2021-04-08,20.88
2021-04-09,19.14
2021-04-10,6.38
2021-04-11,4.64
2021-04-12,15.079999999999998
2021-04-13,20.88
2021-04-14,57.99999999999999
2021-04-15,30.74
2021-04-16,21.46
2021-04-17,5.22
2021-04-18,4.06
2021-04-19,15.659999999999998
2021-04-20,16.24
2021-04-21,19.14
2021-04-22,18.56
2021-04-23,16.24
2021-04-24,5.22
2021-04-25,4.06
2021-04-26,16.82
2021-04-27,17.4
2021-04-28,18.56
2021-04-29,19.14
2021-04-30,17.98
2021-05-01,8.51
2021-05-02,4.81
2021-05-03,31.82
2021-05-04,29.23
2021-05-05,31.08
2021-05-06,37.0
2021-05-07,32.56
2021-05-08,9.62
2021-05-09,8.879999999999999
2021-05-10,32.19
2021-05-11,36.63
2021-05-12,32.56
2021-05-13,31.08
2021-05-14,36.63
2021-05-15,12.58
2021-05-16,8.51
2021-05-17,28.12
2021-05-18,36.26
2021-05-19,32.56
2021-05-20,25.16
2021-05-21,25.9
2021-05-22,7.4
2021-05-23,4.07
2021-05-24,23.68
2021-05-25,21.83
2021-05-26,23.31
2021-05-27,31.82
2021-05-28,31.08
2021-05-29,7.77
2021-05-30,5.55
2021-05-31,5.55
2021-06-01,28.05
2021-06-02,38.25
2021-06-03,29.07
2021-06-04,30.09
2021-06-05,8.67
2021-06-06,9.69
2021-06-07,34.17
2021-06-08,30.09
2021-06-09,30.6
2021-06-10,36.21
2021-06-11,36.72
2021-06-12,8.16
2021-06-13,2.55
2021-06-14,40.29
2021-06-15,36.72
2021-06-16,44.88
2021-06-17,47.43
2021-06-18,41.31
2021-06-19,12.75
2021-06-20,11.22
2021-06-21,37.23
2021-06-22,37.23
2021-06-23,37.23
2021-06-24,47.94
2021-06-25,35.7
2021-06-26,14.28
2021-06-27,10.2
2021-06-28,45.39
2021-06-29,51.0
2021-06-30,35.19
2021-07-01,18.0
2021-07-02,16.0
2021-07-03,4.5
2021-07-04,3.0
2021-07-05,4.5
2021-07-06,15.5
2021-07-07,18.0
2021-07-08,18.5
2021-07-09,15.5
2021-07-10,6.5
2021-07-11,3.5
2021-07-12,24.0
2021-07-13,50.0
2021-07-14,28.0
2021-07-15,18.5
2021-07-16,16.0
2021-07-17,4.5
2021-07-18,3.5
2021-07-19,16.0
2021-07-20,19.5
2021-07-21,18.0
2021-07-22,18.0
2021-07-23,17.0
2021-07-24,4.5
2021-07-25,3.5
2021-07-26,15.0
2021-07-27,14.5
2021-07-28,15.0
2021-07-29,11.5
2021-07-30,12.0
2021-07-31,1.5
2021-08-01,7.14
2021-08-02,36.12
2021-08-03,33.18
2021-08-04,34.44
2021-08-05,34.02
2021-08-06,42.0
2021-08-07,17.22
2021-08-08,6.72
2021-08-09,33.18
2021-08-10,35.7
2021-08-11,38.64
2021-08-12,40.32
2021-08-13,31.08
2021-08-14,10.92
2021-08-15,1.26
2021-08-16,31.92
2021-08-17,38.22
2021-08-18,33.6
2021-08-19,36.54
2021-08-20,26.88
2021-08-21,10.5
2021-08-22,12.18
2021-08-23,34.44
2021-08-24,33.6
2021-08-25,37.38
2021-08-26,38.22
2021-08-27,34.86
2021-08-28,10.5
2021-08-29,8.4
2021-08-30,34.86
2021-08-31,38.22
2021-09-01,27.65
2021-09-02,29.4
2021-09-03,23.45
2021-09-04,7.0
2021-09-05,7.0
2021-09-06,8.399999999999999
2021-09-07,25.2
2021-09-08,29.4
2021-09-09,28.0
2021-09-10,27.3
2021-09-11,10.85
2021-09-12,6.65
2021-09-13,26.6
2021-09-14,27.65
2021-09-15,26.6
2021-09-16,26.25
2021-09-17,20.65
2021-09-18,7.699999999999999
2021-09-19,3.85
2021-09-20,31.5
2021-09-21,31.85
2021-09-22,31.85
2021-09-23,33.25
2021-09-24,31.5
2021-09-25,12.95
2021-09-26,4.55
2021-09-27,29.75
2021-09-28,31.85
2021-09-29,33.95
2021-09-30,35.0
2021-10-01,13.02
2021-10-02,5.04
2021-10-03,3.36
2021-10-04,14.7
2021-10-05,16.38
2021-10-06,14.7
2021-10-07,19.74
2021-10-08,13.02
2021-10-09,4.2
2021-10-10,3.36
2021-10-11,16.38
2021-10-12,15.96
2021-10-13,42.0
2021-10-14,23.94
2021-10-15,17.64
2021-10-16,2.52
2021-10-17,2.52
2021-10-18,12.18
2021-10-19,13.02
2021-10-20,15.54
2021-10-21,15.12
2021-10-22,15.96
2021-10-23,2.52
2021-10-24,3.36
2021-10-25,14.7
2021-10-26,16.8
2021-10-27,12.6
2021-10-28,13.44
2021-10-29,14.28
2021-10-30,4.2
2021-10-31,1.68
2021-11-01,34.32
2021-11-02,30.81
2021-11-03,28.08
2021-11-04,38.61
2021-11-05,33.15
2021-11-06,12.09
2021-11-07,6.63
2021-11-08,32.76
2021-11-09,30.42
2021-11-10,30.03
2021-11-11,28.08
2021-11-12,31.200000000000003
2021-11-13,11.31
2021-11-14,2.34
2021-11-15,24.96
2021-11-16,36.66
2021-11-17,28.08
2021-11-18,29.64
2021-11-19,33.15
2021-11-20,15.21
2021-11-21,11.31
2021-11-22,38.22
2021-11-23,39.0
2021-11-24,35.49
2021-11-25,7.41
2021-11-26,30.42
2021-11-27,15.21
2021-11-28,6.24
2021-11-29,32.370000000000005
2021-11-30,35.1
2021-12-01,37.72
2021-12-02,36.08
2021-12-03,33.62
2021-12-04,9.84
2021-12-05,5.33
2021-12-06,36.08
2021-12-07,30.34
2021-12-08,23.37
2021-12-09,29.93
2021-12-10,25.42
2021-12-11,9.84
2021-12-12,7.789999999999999
2021-12-13,28.29
2021-12-14,38.54
2021-12-15,41.0
2021-12-16,34.85
2021-12-17,36.49
2021-12-18,14.35
2021-12-19,7.38
2021-12-20,33.62
2021-12-21,38.95
2021-12-22,31.57
2021-12-23,28.29
2021-12-24,15.17
2021-12-25,7.789999999999999
2021-12-26,7.38
2021-12-27,31.57
2021-12-28,27.47
2021-12-29,25.42
2021-12-30,20.91
2021-12-31,19.68
2022-01-01,3.66
2022-01-02,4.88
2022-01-03,14.03
2022-01-04,23.18
2022-01-05,23.18
2022-01-06,16.47
2022-01-07,14.64
2022-01-08,6.1
2022-01-09,5.49
2022-01-10,21.96
2022-01-11,23.18
2022-01-12,21.96
2022-01-13,25.62
2022-01-14,61.0
2022-01-15,11.59
2022-01-16,10.37
2022-01-17,9.15
2022-01-18,32.33
2022-01-19,28.67
2022-01-20,18.3
2022-01-21,25.62
2022-01-22,7.32
2022-01-23,3.66
2022-01-24,28.67
2022-01-25,21.96
2022-01-26,20.13
2022-01-27,16.47
2022-01-28,15.86
2022-01-29,6.1
2022-01-30,2.44
2022-01-31,14.64
2022-02-01,30.03
2022-02-02,29.64
2022-02-03,31.200000000000003
2022-02-04,25.74
2022-02-05,10.14
2022-02-06,8.19
2022-02-07,29.25
2022-02-08,39.0
2022-02-09,28.47
2022-02-10,33.93
2022-02-11,26.52
2022-02-12,7.0200000000000005
2022-02-13,4.68
2022-02-14,23.79
2022-02-15,27.3
2022-02-16,29.64
2022-02-17,24.18
2022-02-18,27.69
2022-02-19,7.41
2022-02-20,5.8500000000000005
2022-02-21,9.36
2022-02-22,24.96
2022-02-23,26.52
2022-02-24,37.05
2022-02-25,28.08
2022-02-26,12.87
2022-02-27,6.24
2022-02-28,36.66
2022-03-01,52.0
2022-03-02,46.8
2022-03-03,35.36
2022-03-04,45.760000000000005
2022-03-05,14.04
2022-03-06,9.88
2022-03-07,41.6
2022-03-08,34.84
2022-03-09,35.88
2022-03-10,31.200000000000003
2022-03-11,32.24
2022-03-12,14.56
2022-03-13,5.720000000000001
2022-03-14,27.56
2022-03-15,30.16
2022-03-16,42.64
2022-03-17,34.84
2022-03-18,27.04
2022-03-19,10.92
2022-03-20,10.4
2022-03-21,32.76
2022-03-22,33.800000000000004
2022-03-23,29.12
2022-03-24,28.6
2022-03-25,29.12
2022-03-26,8.84
2022-03-27,8.84
2022-03-28,26.0
2022-03-29,28.6
2022-03-30,31.72
2022-03-31,24.96
2022-04-01,14.04
2022-04-02,5.720000000000001
2022-04-03,5.2
2022-04-04,17.16
2022-04-05,18.2
2022-04-06,15.6
2022-04-07,15.6
2022-04-08,15.6
2022-04-09,3.12
2022-04-10,4.16
2022-04-11,17.68
2022-04-12,20.28
2022-04-13,52.0
2022-04-14,24.96
2022-04-15,8.84
2022-04-16,5.2
2022-04-17,4.16
2022-04-18,17.16
2022-04-19,14.56
2022-04-20,14.04
2022-04-21,14.56
2022-04-22,13.52
2022-04-23,4.16
2022-04-24,4.68
2022-04-25,14.56
2022-04-26,13.0
2022-04-27,14.04
2022-04-28,15.6
2022-04-29,13.0
2022-04-30,6.24
2022-05-01,7.199999999999999
2022-05-02,26.88
2022-05-03,24.48
2022-05-04,27.84
2022-05-05,25.44
2022-05-06,25.44
2022-05-07,7.68
2022-05-08,7.199999999999999
2022-05-09,28.8
2022-05-10,24.96
2022-05-11,28.8
2022-05-12,24.96
2022-05-13,23.04
2022-05-14,8.64
2022-05-15,4.8
2022-05-16,22.56
2022-05-17,27.36
2022-05-18,23.52
2022-05-19,25.92
2022-05-20,23.52
2022-05-21,9.6
2022-05-22,6.24
2022-05-23,48.0
2022-05-24,44.64
2022-05-25,31.68
2022-05-26,28.8
2022-05-27,23.52
2022-05-28,8.64
2022-05-29,4.8
2022-05-30,6.72
2022-05-31,21.6
2022-06-01,33.44
2022-06-02,41.8
2022-06-03,32.56
2022-06-04,5.72
2022-06-05,7.92
2022-06-06,34.76
2022-06-07,33.0
2022-06-08,33.0
2022-06-09,29.92
2022-06-10,41.36
2022-06-11,7.92
2022-06-12,8.8
2022-06-13,38.72
2022-06-14,39.6
2022-06-15,35.64
2022-06-16,41.8
2022-06-17,34.32
2022-06-18,15.84
2022-06-19,9.68
2022-06-20,15.4
2022-06-21,32.56
2022-06-22,35.2
2022-06-23,37.4
2022-06-24,44.0
2022-06-25,15.4
2022-06-26,12.76
2022-06-27,26.4
2022-06-28,37.4
2022-06-29,35.2
2022-06-30,33.88
2022-07-01,9.5
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.5
2022-07-05,11.0
2022-07-06,10.0
2022-07-07,10.5
2022-07-08,11.5
2022-07-09,4.5
2022-07-10,2.5
2022-07-11,13.5
2022-07-12,13.0
2022-07-13,16.0
2022-07-14,50.0
2022-07-15,22.5
2022-07-16,7.5
2022-07-17,3.5
2022-07-18,12.5
2022-07-19,13.0
2022-07-20,11.0
2022-07-21,10.0
2022-07-22,11.0
2022-07-23,2.0
2022-07-24,3.0
2022-07-25,10.0
2022-07-26,8.5
2022-07-27,12.0
2022-07-28,10.0
2022-07-29,10.5
2022-07-30,2.5
2022-07-31,1.5
2022-08-01,25.9
2022-08-02,28.12
2022-08-03,27.75
2022-08-04,29.6
2022-08-05,30.71
2022-08-06,12.58
2022-08-07,8.14
2022-08-08,28.86
2022-08-09,25.16
2022-08-10,24.05
2022-08-11,37.0
2022-08-12,24.79
2022-08-13,9.25
2022-08-14,8.14
2022-08-15,33.67
2022-08-16,33.3
2022-08-17,24.42
2022-08-18,20.72
2022-08-19,23.68
2022-08-20,10.73
2022-08-21,3.33
2022-08-22,24.05
2022-08-23,23.68
2022-08-24,25.16
2022-08-25,23.31
2022-08-26,22.57
2022-08-27,9.25
2022-08-28,4.07
2022-08-29,21.09
2022-08-30,25.9
2022-08-31,25.9
2022-09-01,22.77
2022-09-02,16.17
2022-09-03,10.23
2022-09-04,4.29
2022-09-05,7.92
2022-09-06,21.78
2022-09-07,22.44
2022-09-08,24.09
2022-09-09,19.14
2022-09-10,8.58
2022-09-11,5.61
2022-09-12,25.41
2022-09-13,33.0
2022-09-14,27.06
2022-09-15,23.43
2022-09-16,23.76
2022-09-17,8.58
2022-09-18,4.62
2022-09-19,19.14
2022-09-20,21.45
2022-09-21,26.4
2022-09-22,25.74
2022-09-23,24.42
2022-09-24,10.56
2022-09-25,5.94
2022-09-26,23.43
2022-09-27,29.37
2022-09-28,27.06
2022-09-29,22.11
2022-09-30,28.71
2022-10-01,5.28
2022-10-02,4.84
2022-10-03,14.96
2022-10-04,16.72
2022-10-05,16.28
2022-10-06,14.08
2022-10-07,12.32
2022-10-08,6.16
2022-10-09,5.28
2022-10-10,15.84
2022-10-11,19.8
2022-10-12,17.6
2022-10-13,26.84
2022-10-14,44.0
2022-10-15,8.8
2022-10-16,6.16
2022-10-17,18.92
2022-10-18,22.0
2022-10-19,17.6
2022-10-20,17.16
2022-10-21,15.84
2022-10-22,6.6
2022-10-23,5.28
2022-10-24,13.2
2022-10-25,16.72
2022-10-26,14.96
2022-10-27,18.48
2022-10-28,14.52
2022-10-29,5.72
2022-10-30,5.72
2022-10-31,17.16
2022-11-01,29.75
2022-11-02,35.0
2022-11-03,27.3
2022-11-04,30.45
2022-11-05,9.8
2022-11-06,11.9
2022-11-07,26.6
2022-11-08,22.05
2022-11-09,27.65
2022-11-10,32.55
2022-11-11,26.95
2022-11-12,9.1
2022-11-13,1.75
2022-11-14,29.4
2022-11-15,24.5
2022-11-16,26.6
2022-11-17,26.6
2022-11-18,25.55
2022-11-19,10.5
2022-11-20,7.35
2022-11-21,26.6
2022-11-22,23.8
2022-11-23,23.8
2022-11-24,5.949999999999999
2022-11-25,16.099999999999998
2022-11-26,8.399999999999999
2022-11-27,4.9
2022-11-28,28.35
2022-11-29,22.75
2022-11-30,23.1
2022-12-01,25.6
2022-12-02,24.96
2022-12-03,8.64
2022-12-04,4.8
2022-12-05,32.0
2022-12-06,27.52
2022-12-07,27.2
2022-12-08,24.64
2022-12-09,22.08
2022-12-10,6.72
2022-12-11,4.8
2022-12-12,25.6
2022-12-13,25.92
2022-12-14,26.56
2022-12-15,31.36
2022-12-16,25.6
2022-12-17,10.88
2022-12-18,5.12
2022-12-19,26.88
2022-12-20,27.2
2022-12-21,25.92
2022-12-22,24.96
2022-12-23,19.52
2022-12-24,11.52
2022-12-25,2.88
2022-12-26,8.64
2022-12-27,21.76
2022-12-28,24.32
2022-12-29,24.32
2022-12-30,22.4
2022-12-31,11.52
2023-01-01,4.16
2023-01-02,6.24
2023-01-03,21.32
2023-01-04,22.36
2023-01-05,21.32
2023-01-06,21.32
2023-01-07,7.800000000000001
2023-01-08,10.92
2023-01-09,25.48
2023-01-10,29.12
2023-01-11,23.92
2023-01-12,30.16
2023-01-13,52.0
2023-01-14,10.92
2023-01-15,5.720000000000001
2023-01-16,8.84
2023-01-17,23.92
2023-01-18,20.28
2023-01-19,15.08
2023-01-20,14.04
2023-01-21,6.24
2023-01-22,4.68
2023-01-23,15.6
2023-01-24,17.16
2023-01-25,14.56
2023-01-26,16.64
2023-01-27,14.04
2023-01-28,6.24
2023-01-29,4.16
2023-01-30,15.6
2023-01-31,15.08
2023-02-01,34.0
2023-02-02,30.26
2023-02-03,29.92
2023-02-04,10.88
2023-02-05,9.86
2023-02-06,25.500000000000004
2023-02-07,27.200000000000003
2023-02-08,28.9
